# Forces        
# CofR          : (5.00000000e-01 5.00000000e-02 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
972.25          	((2.07236130e+91 1.08601836e+90 -3.86293156e+91) (-1.58311860e+44 -8.63250548e+41 -4.18076538e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.95464511e+90 -1.57621637e+91 1.74367453e+90) (8.32097728e+37 -3.17944353e+42 -1.06162783e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
972.5           	((-2.20521157e+91 -1.56775303e+90 4.04355575e+91) (-1.63252891e+44 -2.69318295e+42 2.39743972e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.90815731e+90 1.66080867e+91 -2.20863276e+90) (-1.31490174e+41 -2.07494468e+42 -1.13867927e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
972.75          	((1.99100846e+91 1.89565724e+90 -4.64498459e+91) (-1.66608352e+44 -1.58346074e+42 -7.80099445e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.49143907e+90 -1.89166207e+91 2.14425769e+90) (2.13561403e+41 -3.47574926e+42 -1.14852250e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
973             	((-2.10952444e+91 -1.48255397e+90 4.89747364e+91) (-1.70327413e+44 -1.16858915e+42 2.53356559e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.32187269e+90 2.01288016e+91 -2.32686023e+90) (9.03203892e+40 -2.13056378e+42 -1.15575413e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
973.25          	((2.11655729e+91 1.19149593e+90 -5.25803619e+91) (-1.67675481e+44 -1.60278765e+42 -8.18839723e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.58255400e+90 -2.14706153e+91 2.31136534e+90) (3.26902399e+41 -3.54638352e+42 -1.17272336e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
973.5           	((-2.21587279e+91 -1.29196271e+90 4.75375278e+91) (-1.71757941e+44 -2.42611376e+42 2.30071900e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.00527132e+90 1.96177145e+91 -2.56317193e+90) (2.21251833e+41 -2.29091228e+42 -1.19974874e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
973.75          	((2.00353879e+91 2.08940311e+89 -4.50281085e+91) (-1.73087231e+44 -4.96005456e+42 -9.56033267e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.38776800e+90 -1.83448858e+91 2.12191479e+90) (4.24664619e+41 -3.64052074e+42 -1.24420944e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
974             	((-2.28882705e+91 1.08224259e+90 4.60847824e+91) (-1.81183136e+44 -1.81252587e+42 2.49134522e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.74779890e+90 1.90115551e+91 -1.70690207e+90) (2.17063618e+41 -2.32851596e+42 -1.13703487e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
974.25          	((1.97995118e+91 3.70763474e+89 -3.88179307e+91) (-1.84251578e+44 1.26613219e+42 -7.78750685e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.17048543e+87 -1.57691967e+91 2.10158960e+90) (8.19191115e+40 -3.73646158e+42 -1.00091525e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
974.5           	((-2.39546736e+91 -4.52078274e+89 4.44256562e+91) (-1.94896543e+44 8.78824467e+41 2.77930074e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.28322481e+90 1.82491755e+91 -1.83786224e+90) (-2.30083385e+41 -2.44388642e+42 -9.54789244e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
974.75          	((1.97136105e+91 1.03100045e+89 -3.46497076e+91) (-2.00276996e+44 1.31672065e+41 -2.39806207e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.66876474e+89 -1.39187605e+91 6.11510786e+89) (1.00756865e+41 -3.72920317e+42 -1.13813432e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
975             	((-2.37173246e+91 -6.51557052e+89 4.12672273e+91) (-2.09358612e+44 -1.05432729e+42 3.20348398e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.76316747e+89 1.67777792e+91 -1.00081377e+90) (-6.39022651e+40 -2.50534937e+42 -1.21805374e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
975.25          	((2.43230982e+91 -1.52727939e+90 -5.00099273e+91) (-2.07795859e+44 -5.24790455e+42 -6.79663337e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.67159599e+90 -2.01135146e+91 4.81820815e+89) (2.67865690e+41 -4.11462123e+42 -1.33062304e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
975.5           	((-2.60445536e+91 1.21767832e+90 5.91422889e+91) (-2.11621094e+44 -5.37117307e+42 3.49883148e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.69924818e+90 2.41247967e+91 -4.32830022e+89) (-3.92692754e+40 -2.45813185e+42 -1.30062159e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
975.75          	((2.63191531e+91 -1.11405053e+90 -5.75173447e+91) (-2.09890655e+44 -5.09308094e+42 4.82560554e+40) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.29835850e+90 -2.32930123e+91 1.46721761e+90) (1.88902681e+40 -3.93508354e+42 -1.16794123e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
976             	((-3.20461869e+91 5.88056168e+89 6.30576743e+91) (-2.22113712e+44 -5.89036990e+42 3.79752055e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.91114002e+90 2.58884574e+91 -1.80695317e+90) (-1.40034201e+41 -2.53881559e+42 -1.22490917e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
976.25          	((2.95683470e+91 4.17582656e+89 -5.94963868e+91) (-2.24258755e+44 -4.03620011e+42 2.00363236e+40) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.45801117e+90 -2.41376514e+91 2.01119930e+90) (1.26658416e+41 -4.20752540e+42 -1.23261430e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
976.5           	((-3.19102154e+91 8.43702667e+89 6.81991608e+91) (-2.30060809e+44 -1.66637298e+42 4.08447314e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.31628250e+90 2.79281132e+91 -1.26606755e+90) (-2.40271111e+41 -2.61549797e+42 -1.10015330e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
976.75          	((2.57094774e+91 -2.06735452e+89 -6.59385604e+91) (-2.38864349e+44 -6.90003756e+41 4.03632682e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.91069956e+90 -2.66547457e+91 2.09258034e+89) (-1.57537204e+41 -4.31834569e+42 -1.26609409e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
977             	((-3.45095542e+91 8.19739086e+89 6.93574193e+91) (-2.55215358e+44 3.46468642e+41 4.06072768e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.25831315e+90 2.85276599e+91 -6.10315949e+89) (-1.49806114e+41 -3.00165971e+42 -1.33058202e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
977.25          	((3.14469513e+91 5.71050633e+89 -6.63396971e+91) (-2.58319875e+44 2.46494466e+42 4.66467825e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.83327729e+90 -2.68705367e+91 3.62516184e+89) (-5.15646105e+41 -4.61385301e+42 -1.34836513e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
977.5           	((-3.51090236e+91 -1.17774326e+90 7.61663728e+91) (-2.65480588e+44 1.29643693e+42 4.47837049e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.30115617e+90 3.12397838e+91 -1.42274532e+90) (-6.49636080e+41 -3.01997478e+42 -1.47910557e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
977.75          	((3.25805585e+91 1.19783796e+90 -8.66034666e+91) (-2.69381333e+44 1.49982708e+42 3.70428950e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.89325436e+90 -3.51191532e+91 2.34956952e+90) (-1.17036336e+41 -4.89427703e+42 -1.39616125e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
978             	((-4.22934513e+91 -7.17339434e+89 8.51296362e+91) (-2.84854704e+44 2.11770701e+42 3.97313710e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.48703529e+90 3.51385463e+91 -2.52230254e+90) (-2.31341218e+41 -3.53092042e+42 -1.40815375e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
978.25          	((4.37945775e+91 8.98920784e+89 -8.98762431e+91) (-2.81535354e+44 2.54883819e+42 -6.30026082e+39) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.13412991e+90 -3.65635458e+91 3.87065589e+90) (-7.02163895e+40 -5.28894995e+42 -1.22374403e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
978.5           	((-5.30211825e+91 -9.05560044e+89 8.87338109e+91) (-2.95809282e+44 2.56574104e+42 3.67076127e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.89868647e+90 3.66879322e+91 -4.10365545e+90) (-2.83982997e+41 -3.86631988e+42 -1.27201926e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
978.75          	((5.57760354e+91 -3.70044345e+90 -1.05891801e+92) (-2.90375591e+44 -3.81333083e+42 -9.58212665e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.52578609e+91 -4.31244899e+91 1.98582653e+90) (7.02839835e+41 -5.89031642e+42 -1.53894258e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
979             	((-6.47528773e+91 3.29711265e+90 1.06286352e+92) (-3.03272357e+44 -3.60193091e+42 3.30808363e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.05868611e+90 4.40243186e+91 -2.15160106e+90) (6.38704380e+41 -4.17237980e+42 -1.58092057e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
979.25          	((5.96146379e+91 -3.48249848e+90 -9.30313990e+91) (-3.04974757e+44 -4.07345370e+42 -8.64858004e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.40448919e+90 -3.78598808e+91 6.92523635e+89) (4.93496587e+41 -6.05605167e+42 -1.71511440e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
979.5           	((-6.64351452e+91 7.00768751e+89 9.54050439e+91) (-3.14672144e+44 -7.31365968e+42 3.29929541e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.18570090e+90 3.92884053e+91 -3.82566568e+90) (4.64078079e+41 -4.43538675e+42 -2.09212625e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
979.75          	((6.51230748e+91 -4.58201848e+90 -1.11426729e+92) (-3.13340729e+44 -1.22425094e+43 -1.63261020e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.38269072e+89 -4.51704133e+91 2.72833583e+90) (9.48452152e+41 -6.51987365e+42 -2.17336684e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
980             	((-7.32183102e+91 3.11543868e+90 1.25698925e+92) (-3.24230041e+44 -1.35103742e+43 3.86593721e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.34629347e+90 5.17529028e+91 -3.74966639e+90) (6.84554759e+41 -4.33121390e+42 -2.28038010e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
980.25          	((6.89075741e+91 6.44348159e+88 -1.01655359e+92) (-3.25735818e+44 -9.52688218e+42 -8.03649812e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.00156485e+90 -4.11103729e+91 5.75434512e+90) (2.10851914e+41 -6.31169664e+42 -2.01409165e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
980.5           	((-8.05189568e+91 2.36832631e+89 1.27033511e+92) (-3.40784300e+44 -9.18158317e+42 4.49778851e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.23152281e+87 5.19970877e+91 -5.83907667e+90) (-3.55513927e+40 -4.32392542e+42 -2.03078456e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
980.75          	((7.44958753e+91 4.47666227e+90 -1.28854327e+92) (-3.45244065e+44 -3.20909879e+42 -1.83870766e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.31831174e+90 -5.21575607e+91 8.16662189e+90) (2.26168230e+41 -7.14250529e+42 -1.79163177e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
981             	((-8.38436880e+91 -5.71888306e+90 1.49400243e+92) (-3.57702941e+44 -5.71255881e+42 3.86895482e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.62529516e+91 6.10952206e+91 -8.36446768e+90) (-3.09147594e+41 -4.94466332e+42 -1.81416896e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
981.25          	((7.23250652e+91 9.00846615e+90 -1.48575541e+92) (-3.68135692e+44 -1.13342273e+42 -1.78698425e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.18274499e+90 -6.01266032e+91 9.16217806e+90) (-6.08766361e+41 -7.48140721e+42 -1.65795674e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
981.5           	((-8.26684199e+91 -6.04515031e+90 1.60588029e+92) (-3.80807233e+44 9.95829568e+41 4.14216020e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.74737193e+91 6.57708691e+91 -7.77144807e+90) (-9.82602385e+41 -5.19957322e+42 -1.53775468e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
981.75          	((7.59273169e+91 4.84865753e+90 -1.68714201e+92) (-3.86613395e+44 6.14288733e+40 -1.67779746e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.87558450e+90 -6.82773455e+91 2.87702593e+90) (-1.02858881e+42 -7.77859608e+42 -1.98115561e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
982             	((-8.18501144e+91 -5.49174664e+90 1.64049112e+92) (-3.94658747e+44 -1.43396067e+42 4.26739462e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.29917529e+90 6.72519328e+91 -3.80535640e+90) (-9.61051026e+41 -5.41224064e+42 -2.10771185e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
982.25          	((8.33260181e+91 3.40942618e+90 -1.91339993e+92) (-3.92092708e+44 -3.41490875e+42 -1.74320474e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.66236232e+91 -7.74211056e+91 8.69763114e+89) (-1.05177374e+41 -8.00186131e+42 -2.46449199e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
982.5           	((-1.07562850e+92 -2.51254730e+90 2.17081745e+92) (-4.17183939e+44 -3.01974312e+42 5.54564687e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.99021800e+91 8.95742196e+91 -4.06383074e+90) (-5.04728956e+41 -5.16584791e+42 -2.66185433e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
982.75          	((1.11828539e+92 1.37551076e+90 -1.84464912e+92) (-4.09128028e+44 -4.00610517e+42 -4.85726375e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.53920465e+91 -7.51081139e+91 3.44134824e+90) (1.25331221e+41 -7.79276601e+42 -2.75291685e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
983             	((-1.27627244e+92 4.39729337e+90 2.01410107e+92) (-4.26542735e+44 2.11963050e+42 5.19839758e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.70503472e+91 8.28193534e+91 -2.75766332e+90) (-3.58372529e+41 -5.66949568e+42 -2.61973732e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
983.25          	((1.10483009e+92 -6.93154266e+90 -2.49314675e+92) (-4.40030188e+44 -7.04752817e+41 -3.04652988e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.26744201e+91 -1.01159067e+92 3.17065542e+90) (-9.52738332e+40 -9.42430185e+42 -2.60507890e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
983.5           	((-1.30651178e+92 7.56937952e+90 2.35274259e+92) (-4.59668346e+44 6.38212565e+41 3.65471259e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.90737873e+90 9.71644034e+91 -4.32314283e+90) (-1.81193646e+41 -6.84142026e+42 -2.68532806e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
983.75          	((1.24194859e+92 -1.23513912e+91 -2.35738368e+92) (-4.60810341e+44 -4.56653974e+42 -2.71814906e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.10222752e+91 -9.55680196e+91 5.49710135e+89) (4.78950673e+41 -9.55684273e+42 -3.00763693e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
984             	((-1.39422166e+92 8.18523192e+90 2.58653679e+92) (-4.74107113e+44 -7.17060353e+42 5.29808762e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.21806063e+90 1.06491618e+92 -7.13539677e+90) (2.77204390e+41 -6.35426020e+42 -3.49415044e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
984.25          	((1.25265591e+92 -7.44961221e+90 -2.51433567e+92) (-4.80812564e+44 -7.52744970e+42 -2.33754981e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.92011316e+90 -1.01767173e+92 2.94432326e+90) (2.60095506e+41 -9.77324343e+42 -3.75557983e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
984.5           	((-1.59485974e+92 1.07125669e+91 2.51592528e+92) (-5.12377425e+44 -3.88445850e+42 4.62099578e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.00582092e+91 1.03784166e+92 -2.54679285e+89) (-3.11984906e+41 -7.26326109e+42 -3.35952003e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
984.75          	((1.45791433e+92 -1.81297522e+91 -2.79910016e+92) (-5.18821477e+44 -1.09991023e+43 -3.49281668e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.03533070e+91 -1.13049555e+92 9.18044104e+89) (-3.93991088e+41 -1.08288595e+43 -3.35004113e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
985             	((-1.78424957e+92 1.75052077e+91 3.25681543e+92) (-5.43726869e+44 -9.95886948e+42 5.56100720e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.32822733e+91 1.34082875e+92 -2.94529036e+90) (-6.23636739e+41 -7.36033513e+42 -3.50134305e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
985.25          	((1.58891277e+92 -8.71229919e+90 -3.44809381e+92) (-5.54559759e+44 -3.94061467e+42 -3.27642504e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.95103929e+91 -1.39457724e+92 1.35749257e+91) (-6.62699849e+41 -1.14136217e+43 -2.84019821e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
985.5           	((-1.93784270e+92 1.23548228e+91 3.68958965e+92) (-5.81269880e+44 -5.60018367e+41 5.73179488e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.47504576e+90 1.52013995e+92 -8.91599698e+90) (-6.14847013e+41 -7.96147669e+42 -2.65499680e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
985.75          	((1.98038768e+92 -2.81912988e+90 -3.51275363e+92) (-5.73448573e+44 5.54154555e+42 -1.88527954e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.39401812e+91 -1.42579486e+92 1.50575967e+91) (-7.35980567e+41 -1.13313893e+43 -2.24830433e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
986             	((-2.35175526e+92 -5.46229018e+89 3.79103156e+92) (-6.03436791e+44 2.99355571e+42 6.87260767e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.01902129e+91 1.56172477e+92 -1.67223018e+91) (-1.03993654e+42 -8.02402331e+42 -2.42233351e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
986.25          	((1.98284964e+92 3.34128884e+90 -3.59942985e+92) (-6.21980703e+44 4.84336020e+42 -5.37559440e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.33207459e+91 -1.45207505e+92 8.83434379e+90) (-1.34916187e+42 -1.15133287e+43 -2.76496572e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
986.5           	((-2.30611197e+92 -2.60686466e+90 4.29266679e+92) (-6.45279860e+44 5.10273984e+42 9.28290038e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.41077360e+91 1.76100523e+92 -9.67796733e+90) (-1.22727945e+42 -7.71480968e+42 -2.84180532e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
986.75          	((2.18829045e+92 -1.53213205e+91 -4.51507273e+92) (-6.50069972e+44 -6.80314078e+42 4.92591030e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.94341334e+90 -1.82658825e+92 -4.68494806e+90) (-4.49954216e+41 -1.17556152e+43 -3.65943179e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
987             	((-2.50084388e+92 2.72298294e+91 4.83565680e+92) (-6.72068542e+44 2.31179442e+42 1.00597465e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.85788548e+90 1.98520432e+92 5.18880887e+90) (-5.06839131e+41 -7.98464191e+42 -3.61731425e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
987.25          	((2.32710033e+92 -3.37028501e+91 -5.08483636e+92) (-6.78500245e+44 -3.50718647e+42 5.05301564e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.28889033e+91 -2.06012593e+92 -7.68509019e+90) (-2.77432503e+41 -1.24055080e+43 -3.82547612e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
987.5           	((-2.86616143e+92 2.55714551e+91 5.93832080e+92) (-7.11242212e+44 -6.14412978e+42 1.11520990e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.20716319e+91 2.44310055e+92 -2.05821780e+90) (-1.05581048e+42 -8.25726263e+42 -4.27926159e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
987.75          	((3.01360241e+92 -8.69826849e+90 -6.42461188e+92) (-7.01153369e+44 3.09740149e+42 1.28316351e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.05316588e+91 -2.62197541e+92 9.37757083e+90) (9.30197557e+40 -1.31928074e+43 -4.00110884e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
988             	((-3.28009171e+92 2.36367854e+91 6.15153524e+92) (-7.20474730e+44 1.29017740e+43 1.00162442e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.68182091e+91 2.53908948e+92 -1.12620149e+91) (3.14817363e+40 -9.17875272e+42 -4.11323708e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
988.25          	((2.97477789e+92 -5.84112454e+90 -6.91048143e+92) (-7.31861327e+44 2.28980225e+43 -1.42380905e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.21574859e+91 -2.81125541e+92 2.67875835e+91) (-3.96611741e+41 -1.43077949e+43 -3.36884782e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
988.5           	((-3.44105321e+92 3.40234838e+90 6.50607060e+92) (-7.59903397e+44 2.23220657e+43 9.45684500e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.30556404e+91 2.69032340e+92 -2.23858901e+91) (-1.33462791e+42 -9.96692055e+42 -3.23003750e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
988.75          	((3.54324546e+92 -3.38920653e+91 -5.92709478e+92) (-7.46531782e+44 5.33289213e+42 -1.88756386e+41) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.08164483e+91 -2.40661498e+92 1.07558653e+91) (-4.59672689e+41 -1.39349920e+43 -3.65420945e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
989             	((-4.27000523e+92 1.41485317e+91 7.45386620e+92) (-7.84338937e+44 -3.60880489e+42 1.22715308e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.17441069e+90 3.06326211e+92 -2.74407465e+91) (7.67514772e+40 -9.10201098e+42 -4.58836565e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
989.25          	((3.49307805e+92 -3.76180186e+91 -7.56062328e+92) (-8.13995657e+44 -1.66133109e+43 -3.93027165e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.81998188e+91 -3.06802548e+92 5.52293975e+90) (1.08151897e+42 -1.66887564e+43 -5.57308277e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
989.5           	((-4.32378840e+92 3.56296052e+91 6.84705914e+92) (-8.57713511e+44 -1.47212536e+43 6.43421254e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.22967201e+90 2.82786766e+92 -1.13391688e+91) (9.14866061e+41 -1.29590242e+43 -5.77435186e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
989.75          	((4.41357332e+92 1.25103832e+91 -6.46082294e+92) (-8.47368809e+44 7.98966542e+42 -3.20893688e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.03350630e+91 -2.61693382e+92 2.42108064e+91) (6.46519784e+41 -1.66579818e+43 -5.26441275e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
990             	((-4.94138169e+92 7.23059088e+90 8.88149888e+92) (-8.71110308e+44 1.72037307e+43 1.27194480e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.34060176e+91 3.63674688e+92 -2.73829185e+91) (-2.14136260e+41 -1.03478252e+43 -5.32267509e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
990.25          	((4.55280296e+92 1.76026535e+91 -8.88198585e+92) (-8.81961532e+44 2.88414865e+43 -4.83303144e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.14954965e+91 -3.60396955e+92 4.30080607e+91) (1.05575880e+42 -1.83126930e+43 -4.59280770e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
990.5           	((-5.79937744e+92 -3.11899212e+91 9.48886305e+92) (-9.40056927e+44 2.13167345e+43 8.38823802e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.57199023e+91 3.89917377e+92 -4.99965027e+91) (8.59145209e+41 -1.35632424e+43 -4.91316539e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
990.75          	((5.83607713e+92 2.03255138e+91 -1.11857867e+93) (-9.35076099e+44 1.79955500e+43 -6.84178397e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.34591362e+91 -4.54559370e+92 5.13787836e+91) (7.94142682e+41 -1.99954823e+43 -4.67555810e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
991             	((-6.60525727e+92 -6.08118534e+91 1.43108240e+93) (-9.66426321e+44 -8.91597117e+41 1.23998782e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.13226542e+92 5.87411278e+92 -6.22633418e+91) (-6.71846176e+41 -1.22330308e+43 -5.05427589e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
