# Forces        
# CofR          : (5.00000000e-01 5.00000000e-02 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
232             	((-1.09570938e+26 2.34850145e+24 1.93049086e+26) (-4.27350285e+11 2.23751931e+09 5.85890795e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.01768573e+24 7.90504208e+25 -3.79441134e+24) (-8.39030776e+08 -5.40103363e+09 -8.97453833e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
232.25          	((1.03353364e+26 3.22804706e+24 -2.10867928e+26) (-4.30086517e+11 7.96302535e+09 -1.42141449e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.72772147e+24 -8.54407198e+25 5.91771551e+24) (-8.08335634e+08 -8.59591647e+09 -7.45787989e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
232.5           	((-1.16511700e+26 -1.13020362e+25 2.26048134e+26) (-4.44242284e+11 -3.19411055e+08 5.57090324e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.41508018e+25 9.27062418e+25 -9.12690256e+24) (-9.94645429e+08 -5.83249186e+09 -1.11127214e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
232.75          	((9.70594559e+25 8.93802655e+24 -2.16082874e+26) (-4.58900356e+11 -1.61996112e+09 -1.69273787e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.73789851e+25 -8.72372415e+25 5.56105582e+24) (1.27575563e+08 -9.07017014e+09 -1.51802543e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
233             	((-1.25440488e+26 -2.49207511e+24 2.31394123e+26) (-4.83734866e+11 3.88655287e+09 5.34783624e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.81400139e+24 9.50079813e+25 -3.53903020e+24) (-2.27935627e+07 -6.45981794e+09 -1.41948568e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
233.25          	((1.09555157e+26 8.28493723e+23 -2.16698463e+26) (-4.93467505e+11 2.57513225e+09 -2.17344203e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.48693522e+25 -8.73332652e+25 1.55441697e+24) (1.38367281e+08 -9.79150427e+09 -1.62020611e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
233.5           	((-1.35491910e+26 -4.39754209e+23 2.59391483e+26) (-5.14329268e+11 3.06239749e+09 5.81120741e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.02025909e+25 1.06310054e+26 -2.58972230e+24) (-2.02215787e+08 -6.76640457e+09 -1.73419804e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
233.75          	((1.09465850e+26 3.00852860e+24 -2.63266552e+26) (-5.32584584e+11 5.43352103e+09 -2.40933283e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.99405487e+24 -1.06167610e+26 9.74241565e+23) (-9.42423116e+07 -1.05759813e+10 -1.87385233e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
234             	((-1.32679770e+26 3.60446537e+24 2.74789115e+26) (-5.50307341e+11 1.06712440e+10 5.25969768e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.18273752e+25 1.12774379e+26 -5.77035893e+23) (-7.87198834e+08 -7.63248963e+09 -1.85946896e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
234.25          	((1.57994039e+26 -2.77145081e+24 -2.76338525e+26) (-5.31159782e+11 1.06211424e+10 -6.71607060e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.06802171e+25 -1.12113767e+26 3.71684222e+24) (-3.69155204e+08 -1.00430708e+10 -1.63576061e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
234.5           	((-1.65393378e+26 1.84237041e+24 3.48034729e+26) (-5.38270222e+11 1.03259699e+10 8.67727909e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.36252770e+25 1.42540218e+26 -4.73806708e+24) (-6.49794501e+08 -6.15433697e+09 -1.73514096e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
234.75          	((1.73898846e+26 9.23256396e+23 -2.93690389e+26) (-5.28284242e+11 1.27106873e+10 1.51848566e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.23366811e+25 -1.19574830e+26 8.21693263e+24) (-1.85976651e+08 -9.41426123e+09 -1.48109596e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
235             	((-1.94380381e+26 -3.61328171e+23 3.37458226e+26) (-5.48826108e+11 1.32799656e+10 9.17917279e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.20047422e+23 1.38083393e+26 -6.72079436e+24) (-1.52576284e+08 -6.44804440e+09 -1.51539235e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
235.25          	((1.85155717e+26 -6.51564220e+24 -4.03960952e+26) (-5.54680073e+11 7.69122880e+09 -7.05454452e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.99563281e+25 -1.64208370e+26 1.03058497e+24) (6.86964242e+08 -1.09623865e+10 -1.95322310e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
235.5           	((-2.29058626e+26 1.56190050e+25 4.31477700e+26) (-5.88282182e+11 1.60083891e+10 7.94026994e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.52678204e+25 1.77728818e+26 -3.01270111e+24) (-2.56855208e+08 -7.60595394e+09 -2.14408998e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
235.75          	((2.01079434e+26 -6.81788086e+24 -4.11620430e+26) (-6.00965205e+11 2.16896761e+10 -1.69907842e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25725208e+25 -1.67297499e+26 1.87206083e+23) (-5.64701706e+08 -1.19641831e+10 -2.29697393e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
236             	((-2.24408673e+26 3.95518102e+24 4.13096764e+26) (-6.17894526e+11 2.02428865e+10 6.80036132e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.93036836e+25 1.69679472e+26 9.41664153e+23) (-5.04147385e+08 -8.56406073e+09 -2.26567845e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
236.25          	((1.98594967e+26 -1.02437813e+25 -4.07267019e+26) (-6.30459745e+11 1.60342368e+10 -2.57334716e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.26481285e+25 -1.64745930e+26 -1.00911358e+24) (2.30289779e+08 -1.26496636e+10 -2.38946540e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
236.5           	((-2.37325247e+26 2.68950368e+25 4.39694794e+26) (-6.54589925e+11 2.90777880e+10 6.99299964e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.02981939e+25 1.80346102e+26 1.85332995e+24) (-8.35375483e+08 -8.91958800e+09 -2.38474390e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
236.75          	((2.37609384e+26 -2.92329782e+25 -4.48018867e+26) (-6.49859811e+11 2.62924624e+10 -4.09621178e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.62195600e+24 -1.81636304e+26 1.27408420e+25) (-5.99646883e+08 -1.36924021e+10 -1.56645885e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
237             	((-2.92309201e+26 1.53933758e+25 5.43331977e+26) (-6.83365748e+11 2.03037181e+10 6.90226321e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.64380583e+25 2.23137142e+26 -1.31659921e+25) (-6.36355495e+07 -9.47128294e+09 -1.90908762e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
237.25          	((3.11470171e+26 -1.65364856e+25 -5.99269062e+26) (-6.70267139e+11 1.88781873e+10 -6.36469434e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.14248699e+24 -2.44559908e+26 1.28151384e+25) (7.06800365e+08 -1.51922254e+10 -1.90289960e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
237.5           	((-3.49930036e+26 7.54479279e+24 7.51828741e+26) (-6.93303998e+11 1.47337969e+10 7.04020394e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.83195585e+25 3.08669780e+26 -2.07253287e+25) (-2.21457070e+08 -9.78808590e+09 -2.42376858e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
237.75          	((2.80134284e+26 -5.06859407e+24 -6.25075705e+26) (-7.25941779e+11 1.65798340e+10 -4.20901963e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.27615990e+25 -2.54842696e+26 1.28695299e+25) (1.01365337e+09 -1.51427943e+10 -2.91593192e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
238             	((-3.18204479e+26 9.27524205e+24 6.84915620e+26) (-7.51710528e+11 2.00112532e+10 7.19607438e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.53792789e+25 2.80333290e+26 -5.63732014e+24) (3.80330814e+08 -1.07489187e+10 -2.65478291e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
238.25          	((2.52650867e+26 -2.89116036e+25 -5.87069299e+26) (-7.83806413e+11 8.75694257e+09 -2.93316301e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.88675055e+23 -2.37616124e+26 -1.15982608e+25) (3.28892702e+08 -1.54641912e+10 -3.63721830e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
238.5           	((-2.81549687e+26 2.11470105e+25 7.32736952e+26) (-8.02019319e+11 6.44721248e+09 1.01514720e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.02308520e+24 2.98477444e+26 1.38122986e+23) (9.75263913e+07 -1.02667835e+10 -4.28560624e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
238.75          	((2.62441543e+26 -1.99230975e+25 -6.04459781e+26) (-8.11680145e+11 6.76096808e+09 1.55272546e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.89474200e+25 -2.44666395e+26 1.15805433e+25) (-9.83940921e+08 -1.42721925e+10 -3.78188063e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
239             	((-3.21190725e+26 1.26157687e+25 7.14950349e+26) (-8.44718769e+11 4.12766234e+09 1.26677141e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.55227584e+25 2.90591368e+26 -2.36911513e+25) (-1.59087419e+09 -1.00600380e+10 -4.44636669e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
239.25          	((3.34789074e+26 -1.54294262e+25 -6.33772439e+26) (-8.39986613e+11 2.15882376e+09 3.84348397e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.80694158e+24 -2.56575043e+26 2.58626485e+25) (-1.40198817e+09 -1.41325514e+10 -4.41657817e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
239.5           	((-4.03512287e+26 4.43448109e+24 7.96832354e+26) (-8.78157039e+11 -2.73444582e+09 1.57712615e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.27792376e+24 3.23786282e+26 -3.16009626e+25) (-9.61683529e+08 -9.50766198e+09 -4.90920338e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
239.75          	((3.76557976e+26 1.62838045e+25 -7.31592292e+26) (-8.90821556e+11 7.22034383e+09 5.12876957e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.24087479e+25 -2.96098720e+26 3.24873572e+25) (-1.00532150e+09 -1.47312763e+10 -5.03545205e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
240             	((-4.29479087e+26 -1.07989867e+24 7.97386842e+26) (-9.22657859e+11 1.29016600e+10 1.58691999e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.88742650e+25 3.24156554e+26 -2.82510916e+25) (-1.98514494e+09 -1.05005039e+10 -4.95979625e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
240.25          	((3.67322357e+26 7.21425569e+24 -8.23327478e+26) (-9.49890628e+11 1.50163241e+10 5.81919371e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.04392500e+25 -3.31847803e+26 2.57880379e+25) (-1.66565751e+09 -1.54947919e+10 -5.03568357e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
240.5           	((-4.53821638e+26 -2.75922121e+25 8.50165680e+26) (-9.92868320e+11 4.86214378e+09 1.68495885e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.21431848e+25 3.47359415e+26 -3.28147672e+25) (-1.81303162e+09 -1.11751622e+10 -5.44761204e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
240.75          	((3.26895642e+26 1.87604015e+25 -9.22929756e+26) (-1.04216982e+12 1.34436936e+09 4.53322404e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.51923857e+25 -3.70506823e+26 2.30062978e+25) (-1.44844588e+09 -1.74468392e+10 -5.72341043e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
241             	((-4.08214470e+26 9.91289352e+24 9.30545940e+26) (-1.07744895e+12 1.17758944e+10 1.64888233e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.39679479e+25 3.81597953e+26 -2.08156223e+25) (-2.66664796e+09 -1.26014793e+10 -5.68622766e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
241.25          	((3.55708401e+26 9.57616413e+24 -8.99340124e+26) (-1.09592046e+12 1.83406292e+10 6.97597137e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.25581741e+25 -3.60934621e+26 2.81433381e+25) (-2.08648588e+09 -1.71417066e+10 -5.43723468e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
241.5           	((-4.28394941e+26 -3.13133419e+25 9.25969097e+26) (-1.12602672e+12 8.98049743e+09 1.88184502e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.97313745e+25 3.80560958e+26 -3.05916681e+25) (-2.62096552e+09 -1.23033661e+10 -5.62175684e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
241.75          	((3.80555782e+26 5.43375550e+25 -9.16032705e+26) (-1.14242159e+12 1.86372294e+10 7.74751766e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.75741196e+25 -3.67282735e+26 3.79456404e+25) (-1.89711839e+09 -1.75451040e+10 -5.46532873e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
242             	((-4.99147802e+26 -4.88093575e+25 1.04359021e+27) (-1.18640635e+12 1.83489622e+10 2.08180133e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.70852229e+25 4.30017207e+26 -4.73170032e+25) (-2.44654862e+09 -1.23319567e+10 -5.87351314e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
242.25          	((5.08663802e+26 9.62438082e+24 -9.26790144e+26) (-1.18102546e+12 5.73617562e+09 9.23705356e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.10630936e+25 -3.73794133e+26 1.75428231e+25) (-1.80632655e+09 -1.76988018e+10 -6.77715479e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
242.5           	((-6.03269179e+26 -1.61011509e+25 1.09567607e+27) (-1.21802112e+12 3.02264514e+09 2.23043819e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.93706006e+25 4.50724751e+26 -1.80603006e+25) (-2.73443276e+09 -1.24745291e+10 -6.76906034e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
242.75          	((6.39999271e+26 -7.27300223e+24 -1.04292412e+27) (-1.20264120e+12 -4.54431203e+09 9.62324675e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.01406114e+26 -4.22435974e+26 2.35055378e+24) (-1.47097493e+09 -1.82626619e+10 -7.42545984e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
243             	((-7.12535417e+26 1.65694691e+25 1.21065466e+27) (-1.23500633e+12 -3.79488414e+08 2.36056078e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.93406264e+25 4.96754220e+26 -9.71600163e+24) (-1.95211913e+09 -1.26163711e+10 -7.65665717e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
243.25          	((7.32137154e+26 1.09786659e+25 -1.26083598e+27) (-1.22477515e+12 9.06151685e+09 1.00018746e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.61281517e+26 -5.10959086e+26 2.17973161e+25) (-6.04949871e+08 -1.87782596e+10 -7.49168863e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
243.5           	((-8.41756978e+26 1.55066183e+25 1.47016657e+27) (-1.26740199e+12 1.76861482e+10 2.54886325e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.46124794e+25 6.03341707e+26 -1.89819177e+25) (-1.21845844e+09 -1.25671042e+10 -7.40952609e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
243.75          	((8.78699789e+26 -7.18987159e+24 -1.39736915e+27) (-1.24720910e+12 1.98176153e+10 8.22764806e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.24751228e+26 -5.67663251e+26 2.30000586e+25) (-4.01217393e+08 -2.02500680e+10 -7.29561637e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
244             	((-9.25080837e+26 -1.11484063e+23 1.51644090e+27) (-1.26827507e+12 1.72728693e+10 2.38127885e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.66363243e+26 6.19948365e+26 -3.95695712e+25) (-1.89127469e+09 -1.38593275e+10 -7.64536651e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
244.25          	((9.73397781e+26 6.09481298e+24 -1.84681012e+27) (-1.24805131e+12 1.94260929e+10 2.53815426e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.61366264e+25 -7.48701264e+26 5.32522575e+25) (-1.34420712e+09 -2.27110411e+10 -7.06939956e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
244.5           	((-1.08616997e+27 -1.41764477e+25 2.25548052e+27) (-1.28152983e+12 1.60994417e+10 2.49495791e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.65950001e+24 9.25042001e+26 -7.87676613e+25) (-7.27098537e+08 -1.33777311e+10 -7.88854407e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
244.75          	((9.57909570e+26 -1.44829518e+25 -2.08046531e+27) (-1.30495489e+12 7.33392665e+09 -2.68681883e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.88132284e+25 -8.45616237e+26 7.55770909e+25) (2.05324327e+09 -2.51941277e+10 -7.99021470e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
245             	((-1.12336432e+27 -1.74418939e+25 2.13555246e+27) (-1.36751124e+12 -2.06316171e+09 1.51566626e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23976460e+26 8.75841753e+26 -8.37035773e+25) (2.35418969e+08 -1.83935612e+10 -8.40643648e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
245.25          	((9.78639566e+26 -5.47878951e+25 -2.20564758e+27) (-1.39057084e+12 -2.41497474e+10 -8.96664966e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.55755989e+25 -8.94703641e+26 5.01305625e+25) (1.63921746e+09 -2.87236484e+10 -9.14503110e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
245.5           	((-1.12117991e+27 2.51241791e+25 2.20245678e+27) (-1.44229807e+12 -3.05701307e+10 1.32820529e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.43964973e+25 9.03928703e+26 -8.27315002e+25) (1.23889689e+09 -2.01595220e+10 -1.00150355e+11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
245.75          	((1.09201289e+27 3.48921236e+25 -2.27933694e+27) (-1.43677120e+12 -1.39167907e+10 -1.07398498e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.91462040e+26 -9.23816704e+26 1.20862709e+26) (2.61817691e+09 -3.02632000e+10 -9.13368036e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
246             	((-1.24908652e+27 -4.17926335e+25 2.39083505e+27) (-1.48517774e+12 -1.70959811e+10 1.43120462e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.95384548e+26 9.79049818e+26 -1.16431664e+26) (-2.76288584e+08 -2.06334241e+10 -8.72983643e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
246.25          	((1.19600548e+27 5.77063182e+25 -2.62509787e+27) (-1.48430792e+12 -1.22769603e+10 -1.54494938e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.26428831e+26 -1.06242291e+27 9.61665352e+25) (5.95533751e+08 -3.33943235e+10 -9.03803611e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
246.5           	((-1.46381046e+27 -7.95440498e+25 3.03296767e+27) (-1.55124196e+12 -2.21261106e+10 1.35878431e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.36629929e+26 1.24386994e+27 -1.09857311e+26) (1.45445003e+09 -2.22746244e+10 -9.45869300e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
246.75          	((1.41511219e+27 1.61840310e+26 -2.44386958e+27) (-1.53995551e+12 1.88929664e+09 -9.92282646e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.83266979e+25 -9.90253183e+26 8.95469815e+25) (-6.03605489e+08 -3.23846483e+10 -9.84004558e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
247             	((-1.69522903e+27 -1.04647998e+26 2.93725373e+27) (-1.61775445e+12 1.16868343e+10 1.71907337e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.88628496e+26 1.20005447e+27 -8.88053789e+25) (-2.55861659e+09 -2.24399757e+10 -9.53145926e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
247.25          	((1.37998060e+27 1.01887420e+26 -2.86165813e+27) (-1.68137334e+12 1.18170811e+10 -1.25647751e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.32858305e+25 -1.15493540e+27 3.58033416e+25) (-2.89174464e+09 -3.57870773e+10 -1.04386178e+11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
247.5           	((-1.75902693e+27 -5.10427794e+25 3.38137380e+27) (-1.77794627e+12 2.00560230e+10 1.65337470e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.53176521e+26 1.38422355e+27 -2.72642323e+25) (-4.01534795e+09 -2.50921265e+10 -1.01755939e+11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
247.75          	((1.69700987e+27 -1.02597810e+26 -3.58570526e+27) (-1.78520357e+12 -1.74545874e+10 -1.44766149e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.33159965e+26 -1.45375545e+27 2.81023731e+25) (-1.93622376e+09 -3.85166301e+10 -1.02978363e+11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
248             	((-2.09776935e+27 4.36500599e+25 3.90972969e+27) (-1.88113282e+12 -2.94516833e+10 1.52591355e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.93029292e+26 1.60746259e+27 -7.85032646e+25) (-3.59854085e+09 -2.73173229e+10 -1.12026727e+11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
248.25          	((2.12797764e+27 -2.88327927e+26 -4.69591555e+27) (-1.87148701e+12 -8.51754335e+10 -1.89156804e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.08722280e+26 -1.91151352e+27 2.52498515e+25) (2.78609388e+09 -4.24748636e+10 -1.26330863e+11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
248.5           	((-2.48116910e+27 3.18800061e+26 4.58467524e+27) (-1.95719111e+12 -7.26785751e+10 1.27079690e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.61828413e+26 1.89724622e+27 -7.52234307e+25) (4.11524490e+09 -2.99226516e+10 -1.36872680e+11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
248.75          	((2.56074930e+27 -2.32271278e+25 -4.70295784e+27) (-1.93167424e+12 -1.12358254e+10 -1.50652975e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.13791990e+26 -1.91848030e+27 2.14451222e+26) (-4.07830641e+08 -4.20266992e+10 -1.10401231e+11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
249             	((-2.79807002e+27 4.39099528e+25 5.24097420e+27) (-1.99126280e+12 -7.52950939e+09 1.95362414e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.87354119e+26 2.16304080e+27 -1.70792087e+26) (-3.85931251e+09 -2.77693865e+10 -1.00870441e+11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
