# Forces        
# CofR          : (5.00000000e-01 5.00000000e-02 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
4388            	((-1.85392334e+53 1.12926245e+52 3.46673662e+53) (-1.49611412e+25 7.21433405e+21 1.91056609e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.19382291e+51 1.43147772e+53 -9.64485002e+51) (-3.84415643e+22 -2.04104009e+23 -1.10715230e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4390            	((1.78687785e+53 -7.54569043e+51 -3.66430449e+53) (-1.49080178e+25 8.97728611e+22 -9.46576243e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.90129264e+51 -1.49484411e+53 9.73313788e+51) (-1.39445491e+22 -3.27075254e+23 -1.13046767e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4392            	((-1.95873800e+53 1.20829810e+52 3.66541843e+53) (-1.55056226e+25 2.50759772e+23 1.79338789e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.05710428e+52 1.51377055e+53 -6.05566940e+51) (-1.80620309e+22 -2.19843396e+23 -1.05324619e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4394            	((1.65901990e+53 -1.35472714e+51 -3.71314417e+53) (-1.59737786e+25 5.37051799e+23 -1.22898647e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.43788189e+50 -1.51205477e+53 1.27532711e+52) (-5.80872044e+22 -3.53792920e+23 -9.02737268e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4396            	((-2.04488370e+53 -5.68353416e+51 3.50920007e+53) (-1.70635598e+25 3.45266919e+23 1.54398601e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.93859304e+51 1.45390454e+53 -1.57889415e+52) (-5.00789967e+22 -2.52563068e+23 -9.99101235e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4398            	((1.76088038e+53 8.17825707e+51 -3.23395673e+53) (-1.73831737e+25 4.21063163e+23 -1.19270421e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.19863164e+52 -1.31034782e+53 1.30187304e+52) (-1.18751532e+22 -3.72218458e+23 -1.08106305e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4400            	((-2.16883484e+53 -6.40029944e+50 3.52001043e+53) (-1.84081862e+25 5.80761754e+23 1.97035158e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.82766784e+52 1.45193872e+53 -1.28074249e+52) (-1.45644244e+22 -2.55873188e+23 -1.07437530e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4402            	((2.09780807e+53 -1.08318309e+51 -4.18549004e+53) (-1.83842430e+25 5.39960475e+23 -1.56968108e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.11652940e+51 -1.69641485e+53 1.32796206e+52) (-2.65285858e+22 -4.08206916e+23 -1.04724958e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4404            	((-2.39820334e+53 -2.51053047e+51 4.39764439e+53) (-1.91190872e+25 4.60598868e+23 1.87944629e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.24549207e+52 1.81195831e+53 -1.39735135e+52) (-1.32715154e+22 -2.74464143e+23 -1.08259637e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4406            	((2.10997437e+53 -1.99002364e+52 -4.56580228e+53) (-1.94937750e+25 -3.35343602e+22 -1.26947821e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.01123657e+51 -1.84692326e+53 1.20015000e+51) (1.63416872e+22 -4.15906177e+23 -1.32626330e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4408            	((-2.38736051e+53 1.96218367e+52 5.07733451e+53) (-2.01337418e+25 6.61521304e+21 2.39644524e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.85112202e+51 2.08843106e+53 -9.68893602e+51) (7.83905115e+21 -2.70972054e+23 -1.47001441e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4410            	((2.23726251e+53 -6.15007618e+51 -4.35867920e+53) (-2.01776910e+25 2.57094394e+23 -1.25959658e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.53146659e+51 -1.76387385e+53 1.43040171e+52) (1.04789130e+22 -3.83036038e+23 -1.39557086e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4412            	((-2.71033515e+53 1.07348320e+52 5.36707392e+53) (-2.12430905e+25 3.72078613e+23 3.40596855e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.95714549e+52 2.20135296e+53 -1.19044279e+52) (-1.85558663e+22 -2.49771005e+23 -1.30769314e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4414            	((2.82688882e+53 1.27454567e+52 -5.57186953e+53) (-2.09348381e+25 8.36775988e+23 -3.56261411e+21) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.09670426e+52 -2.26519644e+53 2.47573067e+52) (-2.67691932e+22 -4.02114178e+23 -1.10449764e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4416            	((-3.36840394e+53 -6.91330012e+51 6.31508907e+53) (-2.21384684e+25 9.24259792e+23 3.55038722e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.32622095e+52 2.59816783e+53 -2.30524085e+52) (-4.90037327e+22 -2.66033103e+23 -1.07169145e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4418            	((4.07235302e+53 -5.55431908e+51 -6.65218045e+53) (-2.07428602e+25 6.86930560e+23 2.11024508e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.31662870e+52 -2.72860222e+53 1.74043082e+52) (-1.89044342e+22 -4.02565190e+23 -1.15073952e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4420            	((-4.31159526e+53 7.07761082e+51 7.87857979e+53) (-2.13869349e+25 7.47497442e+23 4.24959234e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.85239827e+52 3.23627409e+53 -9.64426811e+51) (-2.80359161e+22 -2.38180865e+23 -1.00946453e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4422            	((4.30243218e+53 -3.98603836e+52 -8.35322657e+53) (-2.10922761e+25 2.87604386e+22 -1.87024103e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.91230001e+52 -3.41442410e+53 -1.21013856e+52) (1.32914432e+22 -4.33569874e+23 -1.38405024e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4424            	((-5.07521151e+53 3.68899505e+52 8.88028367e+53) (-2.27407959e+25 7.76748622e+22 3.35555403e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.20242126e+52 3.65581921e+53 1.10849023e+51) (1.54397214e+22 -3.00646299e+23 -1.59493748e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4426            	((4.31769982e+53 -5.37145939e+52 -7.09297262e+53) (-2.33789714e+25 -3.15545819e+23 -8.26712429e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.03786349e+52 -2.88476271e+53 1.11577523e+51) (5.23618811e+22 -4.77475878e+23 -1.63114756e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4428            	((-4.89696097e+53 2.29484033e+52 9.20654912e+53) (-2.44533444e+25 -7.74930422e+23 3.93456010e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.49805018e+51 3.76064860e+53 -2.10152025e+52) (5.41309623e+22 -2.95597736e+23 -1.92555624e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4430            	((4.43803852e+53 -1.38396631e+52 -9.82015368e+53) (-2.48483991e+25 -6.53900207e+23 -1.85827533e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.40260142e+51 -3.98802133e+53 3.07469340e+52) (5.39534757e+22 -5.42335256e+23 -1.81992582e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4432            	((-4.81493886e+53 2.00973337e+52 9.45203103e+53) (-2.60734484e+25 -5.12203068e+23 2.19571174e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.70570329e+51 3.85980216e+53 -3.06370356e+52) (2.78418094e+22 -3.86853525e+23 -1.67822363e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4434            	((5.01450716e+53 5.17716709e+51 -1.04248785e+54) (-2.55775875e+25 -1.26475946e+23 -2.08468417e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.08534766e+51 -4.22811125e+53 4.57091735e+52) (1.38023535e+22 -5.64354496e+23 -1.49956803e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4436            	((-5.90181416e+53 -1.02890096e+52 1.15976067e+54) (-2.72648647e+25 -2.59791507e+23 3.12101667e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.61553105e+52 4.74948741e+53 -5.65959225e+52) (-5.29909794e+21 -3.63211108e+23 -1.55443353e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4438            	((5.27414132e+53 1.34059371e+52 -1.25422307e+54) (-2.78303075e+25 -2.33143495e+23 -3.21489413e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.41749988e+52 -5.10115545e+53 4.00926147e+52) (4.97667383e+22 -6.53187671e+23 -1.74946813e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4440            	((-6.08104912e+53 -3.17364493e+52 1.15967233e+54) (-2.91717283e+25 -5.65325374e+23 1.29340367e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.38569656e+52 4.76858578e+53 -4.27629969e+52) (4.34327795e+22 -4.81738182e+23 -1.70746974e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4442            	((6.17828625e+53 2.22452553e+52 -1.02443463e+54) (-2.87001509e+25 -6.75837131e+23 -1.94205098e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.92565423e+52 -4.15813933e+53 3.23467949e+52) (4.53727719e+22 -6.08876023e+23 -1.82049014e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4444            	((-7.03108636e+53 1.92932066e+52 1.30705200e+54) (-3.00147985e+25 -1.56595176e+23 3.90782571e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.08228989e+53 5.35232747e+53 -3.32997977e+52) (-2.22447441e+22 -3.81826512e+23 -1.76725731e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4446            	((5.89882723e+53 -4.45133199e+52 -1.13813806e+54) (-3.11714608e+25 -5.98279199e+23 -1.90092962e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.86397562e+52 -4.60792386e+53 1.39503314e+52) (1.77194837e+21 -6.50986932e+23 -1.94825831e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4448            	((-7.46896670e+53 3.85228709e+52 1.28503279e+54) (-3.33117919e+25 -6.58239285e+23 3.12267747e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.32160000e+52 5.26358645e+53 -2.61672959e+52) (-1.26475029e+22 -4.72796990e+23 -2.08205757e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4450            	((6.82974308e+53 4.85046370e+52 -1.69021863e+54) (-3.41441418e+25 3.34680433e+23 -3.54514863e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.01999883e+53 -6.85882144e+53 6.86477463e+52) (6.64576582e+21 -7.67360583e+23 -1.59295747e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4452            	((-8.24783735e+53 -7.87348415e+52 1.58672154e+54) (-3.59345063e+25 -1.28901655e+23 2.02018461e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.45659787e+53 6.55662153e+53 -8.10208514e+52) (-4.06063532e+22 -5.54048329e+23 -1.71394963e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4454            	((7.55998096e+53 9.31751271e+52 -1.81794380e+54) (-3.65022379e+25 9.19718188e+22 -4.02729624e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.07405654e+53 -7.38082535e+53 7.62750224e+52) (7.03784721e+22 -8.21617602e+23 -1.76984749e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4456            	((-8.71443292e+53 -1.10736692e+53 1.70336167e+54) (-3.78582660e+25 -2.29934626e+23 2.06657293e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.41437969e+53 7.05796455e+53 -8.08354101e+52) (4.20429666e+22 -5.77941580e+23 -1.79935672e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4458            	((8.83570326e+53 6.87166828e+52 -1.57031812e+54) (-3.73668740e+25 -6.41551823e+23 -2.36394114e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.49632059e+53 -6.37249804e+53 6.69378197e+52) (8.63691804e+22 -7.68025043e+23 -1.85510090e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4460            	((-1.03979459e+54 -6.04891365e+52 1.66954074e+54) (-3.91615165e+25 -6.19205174e+23 3.59037233e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.53382126e+53 6.90006872e+53 -6.97847190e+52) (1.77155653e+22 -5.39749133e+23 -1.86495403e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4462            	((1.00082812e+54 3.58271022e+52 -1.52634718e+54) (-3.90650384e+25 -8.22786602e+23 -1.72016721e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.39198752e+53 -6.18743276e+53 4.94310889e+52) (7.29738303e+22 -7.80676105e+23 -1.99794720e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4464            	((-1.17078366e+54 -4.29255982e+52 1.73237824e+54) (-4.09764319e+25 -9.27451770e+23 4.43205677e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.06568731e+53 7.13455954e+53 -7.23132986e+52) (1.96537502e+21 -5.49772630e+23 -2.18919041e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4466            	((1.27174127e+54 -4.47731258e+52 -1.86284251e+54) (-3.97006734e+25 -1.75956218e+24 -1.30693590e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.40538840e+53 -7.57842569e+53 6.19331601e+52) (5.73486651e+22 -7.92249795e+23 -2.26162936e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4468            	((-1.35186720e+54 1.20319532e+50 2.23106418e+54) (-4.07909441e+25 -2.14147276e+24 6.06525742e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.38624092e+53 9.16314636e+53 -8.69741824e+52) (1.90555674e+22 -4.96683463e+23 -2.53010294e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4470            	((1.24325604e+54 1.25654405e+53 -2.15258278e+54) (-4.15419140e+25 -8.11886046e+23 -2.22906824e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.09524804e+53 -8.74241468e+53 1.41820142e+53) (-1.41465239e+22 -7.81023004e+23 -2.05145820e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4472            	((-1.42909851e+54 -1.27348500e+53 2.20184938e+54) (-4.37039712e+25 -9.82662838e+23 5.95729507e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.71649266e+53 9.04648123e+53 -1.20893057e+53) (-7.10754878e+22 -5.51152633e+23 -1.84824034e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4474            	((1.09474183e+54 1.36113935e+53 -2.35122769e+54) (-4.62775651e+25 -7.92710236e+23 -1.73602237e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.04290418e+52 -9.48598085e+53 1.09013882e+53) (-6.54549056e+22 -9.08626491e+23 -1.88641759e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4476            	((-1.28236972e+54 -1.27248220e+53 3.28931439e+54) (-4.77661849e+25 -8.50990927e+23 7.91370222e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.90638238e+53 1.34671222e+54 -8.50181529e+52) (-1.77606778e+23 -5.22516942e+23 -1.65371445e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4478            	((1.17096613e+54 8.95423692e+52 -1.84404230e+54) (-4.79419770e+25 -1.13358265e+24 5.26495246e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.04811209e+51 -7.46076987e+53 5.06663624e+52) (-2.37718208e+23 -6.46140724e+23 -1.84804974e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4480            	((-1.56152399e+54 -1.23041578e+53 4.91527276e+54) (-5.06975527e+25 -1.48009060e+24 1.75474945e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.78851787e+53 1.99511378e+54 -1.27865114e+53) (-3.22895970e+23 -1.70328625e+23 -2.33750014e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4482            	((1.62579625e+54 9.83189798e+52 -2.54005158e+54) (-4.95288265e+25 -1.52226461e+24 1.44237623e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.75649745e+53 -1.04832861e+54 1.05511663e+53) (-2.93579387e+23 -3.49319819e+23 -2.58307507e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4484            	((-2.13467458e+54 -1.38008434e+53 4.87467221e+54) (-5.38941995e+25 -1.91973156e+24 1.87891889e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.52884503e+53 1.95438934e+54 -2.02205723e+53) (-2.32341763e+23 -2.45293201e+23 -3.29223031e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4486            	((2.13396165e+54 9.86644736e+52 -4.49681310e+54) (-5.42336609e+25 -2.11554747e+24 1.07330106e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.28339550e+53 -1.86423697e+54 2.14381125e+53) (-1.23054840e+23 -6.35177611e+23 -3.45721343e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4488            	((-2.23793549e+54 -1.10832129e+53 4.05652736e+54) (-5.63865308e+25 -2.25646806e+24 1.35333447e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.86389955e+53 1.62139368e+54 -2.18678253e+53) (-7.64495098e+22 -5.21177552e+23 -3.67287184e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4490            	((1.76996088e+54 1.38461454e+53 -4.64484318e+54) (-5.95238465e+25 -2.06451428e+24 6.91679323e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.41264101e+53 -1.89514389e+54 1.64259154e+53) (-3.82903382e+22 -8.62698551e+23 -3.93503397e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4492            	((-2.14398544e+54 -1.49463409e+53 3.10339607e+54) (-6.32416541e+25 -2.29233087e+24 8.81088271e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.40973614e+53 1.24915885e+54 -1.75892995e+53) (3.38431184e+22 -7.92673763e+23 -4.03779227e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4494            	((1.89922643e+54 2.95057607e+53 -3.90256360e+54) (-6.48384957e+25 -1.25378745e+24 3.20522536e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.28138580e+53 -1.57268236e+54 2.03547359e+53) (-4.87412756e+22 -1.08114926e+24 -3.78124193e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4496            	((-2.26969386e+54 -2.18852507e+53 2.59391900e+54) (-6.77234339e+25 -1.05721127e+24 7.00178111e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.57719183e+53 1.05264342e+54 -1.30759434e+53) (1.80090309e+22 -9.28131710e+23 -3.37305568e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4498            	((2.38052795e+54 2.30319879e+53 -3.49809292e+54) (-6.72618953e+25 -8.91408745e+23 1.70380318e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.09739986e+53 -1.40479211e+54 2.00991204e+53) (-6.89246487e+22 -1.18165521e+24 -3.01792767e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4500            	((-2.65796165e+54 -2.45955689e+53 3.09529240e+54) (-6.94587647e+25 -1.15917033e+24 7.44033616e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.18907388e+53 1.26542655e+54 -1.42623713e+53) (-8.18024809e+22 -9.34476735e+23 -2.74418082e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4502            	((2.36184806e+54 -2.13221531e+51 -3.52152486e+54) (-7.09842744e+25 -2.48425415e+24 1.51922275e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.83628498e+53 -1.40743619e+54 2.50153112e+52) (-9.22247588e+22 -1.24337657e+24 -3.40051943e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4504            	((-2.79260834e+54 -1.12982951e+53 3.77575710e+54) (-7.36822512e+25 -3.12162983e+24 8.52717307e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.90099782e+53 1.54727193e+54 -8.83787172e+52) (-6.20734261e+22 -9.60368290e+23 -3.77453632e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4506            	((2.25618361e+54 -4.67933005e+51 -4.47450989e+54) (-7.62837043e+25 -3.67054036e+24 1.64005922e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.36375390e+52 -1.78951497e+54 -8.81038139e+52) (2.79926546e+22 -1.30411862e+24 -4.79378366e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4508            	((-2.97606834e+54 2.05120450e+52 3.40113004e+54) (-8.02073778e+25 -3.59042971e+24 8.18522782e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.83287182e+53 1.41614626e+54 -3.49615077e+52) (5.59161166e+22 -1.06736624e+24 -5.28262430e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4510            	((2.74559134e+54 7.07636803e+52 -3.02458108e+54) (-8.10114208e+25 -3.14144516e+24 2.87848512e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.82147942e+53 -1.18462589e+54 5.37777588e+52) (2.47152407e+22 -1.29631805e+24 -5.27906103e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4512            	((-3.56830167e+54 -2.83717765e+52 3.80476429e+54) (-8.49475072e+25 -3.03012363e+24 1.12790498e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.98723259e+53 1.56642346e+54 -1.01803313e+53) (1.33986075e+22 -9.87417216e+23 -5.35035681e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4514            	((3.72658521e+54 5.92597833e+51 -4.75790351e+54) (-8.42181917e+25 -3.13715711e+24 1.32889776e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.54033578e+53 -1.88960508e+54 3.22756583e+53) (-2.26413876e+22 -1.41926915e+24 -4.48051450e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4516            	((-4.34232828e+54 -1.11170448e+53 4.88506572e+54) (-8.72814118e+25 -3.65030508e+24 1.18804151e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.64276115e+51 2.01393817e+54 -4.79507381e+53) (-8.78523920e+22 -1.00171921e+24 -5.15343347e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4518            	((3.75021806e+54 3.77830926e+53 -5.56456436e+54) (-8.93423838e+25 -2.42254946e+24 1.28653235e+23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.17652489e+53 -2.21224626e+54 4.01430394e+53) (-1.01592993e+23 -1.49452112e+24 -5.33901881e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4520            	((-4.90220624e+54 -5.62851694e+53 5.37519228e+54) (-9.42409661e+25 -3.55489616e+24 1.07669456e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.82037468e+52 2.21890349e+54 -4.04737783e+53) (-1.33695305e+23 -1.16597611e+24 -5.20251138e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4522            	((5.37256109e+54 5.25371769e+53 -7.08857724e+54) (-9.20829835e+25 -3.43913500e+24 7.75421205e+22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.29818706e+53 -2.83932683e+54 2.78979971e+53) (-1.12619980e+23 -1.57253949e+24 -5.87167313e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4524            	((-5.97708527e+54 -4.21197985e+53 9.13257064e+54) (-9.47069915e+25 -3.25433784e+24 1.68520083e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.76807701e+53 3.75656094e+54 -3.82565002e+53) (-2.35500201e+23 -9.12265414e+23 -6.15529567e+24) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
